wikipedia_title,akasha_source,akasha_title,matched_concept_families,semantic_score,author,topics,licence_status,reuse_decision,provenance_status,source_type,record_id,url
Rebirth (Buddhism),Google Drive,The-Body.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1UgwknTkxBlvg24OrvvWWvomliDb4_zB8,https://drive.google.com/file/d/1UgwknTkxBlvg24OrvvWWvomliDb4_zB8/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Book-of-Five-Rings-by-Musashi-Miyamoto.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1Nxi58aiItv9HnLyVnn2Lbr44FVv2qzVl,https://drive.google.com/file/d/1Nxi58aiItv9HnLyVnn2Lbr44FVv2qzVl/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Book-of-the-Simple-Way.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1KiLrRO5Adc2wImJ-lteU7vD8K2g4n1q5,https://drive.google.com/file/d/1KiLrRO5Adc2wImJ-lteU7vD8K2g4n1q5/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Buddha-Smiles.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1-NJiTzRPjjltoP3dla5MsEGd4bpjHSvK,https://drive.google.com/file/d/1-NJiTzRPjjltoP3dla5MsEGd4bpjHSvK/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Buddha-The-Social-Revolutionary-Potential-of-Buddhism.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1hixZxJglTVRusnZVRXVxRLv4csZ9MHWo,https://drive.google.com/file/d/1hixZxJglTVRusnZVRXVxRLv4csZ9MHWo/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Clock-of-Vipassana-has-Struck.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1kffKor43srTQeUPgICglFi0YBkYTA0wb,https://drive.google.com/file/d/1kffKor43srTQeUPgICglFi0YBkYTA0wb/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Complete-Book-of-Buddhas-Lists-Explained.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1ewb5IqEZyX-IQS4sgUPGsWjOajzYMlIr,https://drive.google.com/file/d/1ewb5IqEZyX-IQS4sgUPGsWjOajzYMlIr/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Complete-Works-of-Sister-Nivedita-Vol-1.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1XHDKaV3WaHzWXaXu8zmFd_YFPm8KV27m,https://drive.google.com/file/d/1XHDKaV3WaHzWXaXu8zmFd_YFPm8KV27m/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Complete-Works-of-Sister-Nivedita-Vol-2.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1_FiSarwqRKyRqbc2kLLgBZTZ0TS5iOxJ,https://drive.google.com/file/d/1_FiSarwqRKyRqbc2kLLgBZTZ0TS5iOxJ/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Complete-Works-of-Sister-Nivedita-Vol-4.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1mwGm8_EJbsYiaUavwb6izR6860ItdszC,https://drive.google.com/file/d/1mwGm8_EJbsYiaUavwb6izR6860ItdszC/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Complete-Works-of-Sister-Nivedita-Vol-5.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1DC8IXP-ZoZ-JUT2TQzZzYBjr97_YgssP,https://drive.google.com/file/d/1DC8IXP-ZoZ-JUT2TQzZzYBjr97_YgssP/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Craft-of-the-Heart.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy; Freemasonry & Masonic Orders,unknown,INDEX_ONLY,metadata_only,article,1rG424gkFLuNjYzNsASZzHAGJpSGnhYnx,https://drive.google.com/file/d/1rG424gkFLuNjYzNsASZzHAGJpSGnhYnx/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Debate-of-King-Milinda.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1F8O5hR2igJmfk-h4ULvy8zPjtlkwqjRF,https://drive.google.com/file/d/1F8O5hR2igJmfk-h4ULvy8zPjtlkwqjRF/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Diamond-Sutra.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1AfFGEf1RYO65PRAA_RZCXwijWGevASAU,https://drive.google.com/file/d/1AfFGEf1RYO65PRAA_RZCXwijWGevASAU/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Direct-and-Unmistaken-Method.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1zEoHfzPmGEraRfEpZZ2V_q25rElFE0gF,https://drive.google.com/file/d/1zEoHfzPmGEraRfEpZZ2V_q25rElFE0gF/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Discourse-About-Mindfulness-related-to-the-Body.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy; Consciousness & Mind,unknown,INDEX_ONLY,metadata_only,article,1oObrofHJTgM5LSiti7Okp2xtlNAJlZl8,https://drive.google.com/file/d/1oObrofHJTgM5LSiti7Okp2xtlNAJlZl8/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Discourse-concerning-Malunkyaputta.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1LvoE86N1PTogJG0AxotiR4GvYsFNaNVC,https://drive.google.com/file/d/1LvoE86N1PTogJG0AxotiR4GvYsFNaNVC/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Discourse-of-Girimananda.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1rqc6MHb7p2hmIjKqVj8VFdTpHfhe-ArK,https://drive.google.com/file/d/1rqc6MHb7p2hmIjKqVj8VFdTpHfhe-ArK/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Dishonest.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1e2HfhG8FxuHsirr-GmvxRRr7z2Yr9MCY,https://drive.google.com/file/d/1e2HfhG8FxuHsirr-GmvxRRr7z2Yr9MCY/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Doctrine-Of-Paticcasamuppada-By-U-Than-Daing.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1KSWWbowY4XM7VLPF7RWlpdxKvcqv21ej,https://drive.google.com/file/d/1KSWWbowY4XM7VLPF7RWlpdxKvcqv21ej/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Eightfold-Path-for-the-Householder.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1hYGIAJPXrM5SX-e5hC2kcldLFtYs3zBO,https://drive.google.com/file/d/1hYGIAJPXrM5SX-e5hC2kcldLFtYs3zBO/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Essential-Yoga-Sutras.pdf,buddhist_continuity,2,blackswanreprise,"Buddhism & Eastern Philosophy; Hinduism, Yoga & Tantra",unknown,INDEX_ONLY,metadata_only,article,1D_2YL6lzn8zkuGWCvK-PTVs20NYNEV0E,https://drive.google.com/file/d/1D_2YL6lzn8zkuGWCvK-PTVs20NYNEV0E/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Eye-of-Discernment.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1Ze6JmvGGx4PD0TMG75xhN3WQ0H6b21eG,https://drive.google.com/file/d/1Ze6JmvGGx4PD0TMG75xhN3WQ0H6b21eG/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Four-Dharmas-of-Gampopa.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1tRpZ7-y8-zHZUDQfUpLAXkji_UkPqrho,https://drive.google.com/file/d/1tRpZ7-y8-zHZUDQfUpLAXkji_UkPqrho/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Four-Mindfulnesses.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy; Consciousness & Mind,unknown,INDEX_ONLY,metadata_only,article,12Tpi2LeG2MXu4j-9KQ7ehpm-v2I0zleJ,https://drive.google.com/file/d/12Tpi2LeG2MXu4j-9KQ7ehpm-v2I0zleJ/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Four-Noble-Truths-by-Mogok-Sayadaw.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1wUMaYZnAkXqnsto6T_A4hpZAETofMV7d,https://drive.google.com/file/d/1wUMaYZnAkXqnsto6T_A4hpZAETofMV7d/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Future-is-Now-Krishnamurti.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,10EhMTevS8kh0kolOSUnjNbvMWrPe6ePG,https://drive.google.com/file/d/10EhMTevS8kh0kolOSUnjNbvMWrPe6ePG/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Gates-of-Chan-Buddhism.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1jwG2wt6Mdv8T-ciyk-rAhEyvzcrGpbr0,https://drive.google.com/file/d/1jwG2wt6Mdv8T-ciyk-rAhEyvzcrGpbr0/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Great-Emancipation.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1EPPesqGcZ15BzfsRoO_aRUnElnF37ZRn,https://drive.google.com/file/d/1EPPesqGcZ15BzfsRoO_aRUnElnF37ZRn/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Heightened-Mind.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy; Consciousness & Mind,unknown,INDEX_ONLY,metadata_only,article,1wWFsr-hEzABZKrJgwEzFmPJSDlu3Pvxj,https://drive.google.com/file/d/1wWFsr-hEzABZKrJgwEzFmPJSDlu3Pvxj/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Inner-Life-and-the-Tao-Teh-King.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1N6-wJPRu-xhjv8CMnibYkR9NUrPNgWex,https://drive.google.com/file/d/1N6-wJPRu-xhjv8CMnibYkR9NUrPNgWex/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Janas.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1hkgE-5DkyjRNlL3mf2xBaKo2cbGbsCk0,https://drive.google.com/file/d/1hkgE-5DkyjRNlL3mf2xBaKo2cbGbsCk0/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Kilesa-Dont-Arise-In-Those-Who-Have-Sati.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1hBSedgD3qA8rep3AXR4auD1aLtkauvyX,https://drive.google.com/file/d/1hBSedgD3qA8rep3AXR4auD1aLtkauvyX/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Kindness-of-Others.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1gNWW_j4vdNJSZQ_rBJyHHo3o-mIZbHzu,https://drive.google.com/file/d/1gNWW_j4vdNJSZQ_rBJyHHo3o-mIZbHzu/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Lankavatara-Sutra-A-Mahayana-Text.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,19f8McAJRmNam4S_sCjFYQDsZa-b5_VGS,https://drive.google.com/file/d/19f8McAJRmNam4S_sCjFYQDsZa-b5_VGS/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Life-and-Work-of-Buddhaghosa.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1Dc01cTstKHbNi_aXCgipG46MkDW0gc02,https://drive.google.com/file/d/1Dc01cTstKHbNi_aXCgipG46MkDW0gc02/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Life-of-Buddha-Ebook.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy; Dzogchen & Non-duality,unknown,INDEX_ONLY,metadata_only,article,1cnOeqPB2xvubrBYhIIOAqNpuSKskNdyR,https://drive.google.com/file/d/1cnOeqPB2xvubrBYhIIOAqNpuSKskNdyR/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Life-of-Buddha-Ebook.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1atAAvzJW_v04YQjpZibJQdOGOR4MedyI,https://drive.google.com/file/d/1atAAvzJW_v04YQjpZibJQdOGOR4MedyI/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Life-of-Buddha-Ebook.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy; Literature & Biography,unknown,INDEX_ONLY,metadata_only,article,1j_xFqWQGqfI6PJQSGyMHDaUcLaJDONt8,https://drive.google.com/file/d/1j_xFqWQGqfI6PJQSGyMHDaUcLaJDONt8/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Life-of-Chokgyur-Lingpa.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1wTfhprj_KsVqioAbMBC4nkuA2HrwPLD4,https://drive.google.com/file/d/1wTfhprj_KsVqioAbMBC4nkuA2HrwPLD4/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Life-of-the-Buddha.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1NZ0VjNWF0s2i4breCnArQbiAOd1oWStD,https://drive.google.com/file/d/1NZ0VjNWF0s2i4breCnArQbiAOd1oWStD/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Life-of-the-Buddha.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy; Literature & Biography,unknown,INDEX_ONLY,metadata_only,article,1Y_OkHqeayhx3dYqN2axjtdjik2f2MWtV,https://drive.google.com/file/d/1Y_OkHqeayhx3dYqN2axjtdjik2f2MWtV/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Long-Discourse-about-the-Ways-of-Attending-to-Mindfulness.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy; Consciousness & Mind,unknown,INDEX_ONLY,metadata_only,article,1hCBeIPt8YCNbAdl9BmXIcIeIETsdevvL,https://drive.google.com/file/d/1hCBeIPt8YCNbAdl9BmXIcIeIETsdevvL/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Manuals-of-Buddhism.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1qWjN9FOeyrMkWa-lMYmTe510mWCBWNuG,https://drive.google.com/file/d/1qWjN9FOeyrMkWa-lMYmTe510mWCBWNuG/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Manuals-of-Ledi-Dipani.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1rMld8_8D0bsXQMka11G_YEAx0DpcW8MV,https://drive.google.com/file/d/1rMld8_8D0bsXQMka11G_YEAx0DpcW8MV/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Manuals-of-Ledi-Dipanu.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1dXeSmcNR6VITBSMpiSzp2WON-ggGJ5xe,https://drive.google.com/file/d/1dXeSmcNR6VITBSMpiSzp2WON-ggGJ5xe/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Matrix-of-the-Abstract-Teaching.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1zgz3t-VN0fdwAUXuEVo8CDDlp_2aXFT0,https://drive.google.com/file/d/1zgz3t-VN0fdwAUXuEVo8CDDlp_2aXFT0/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Meaning-of-Satipatthana.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1O-wU1ZYMxsJnX6BarZgtb1b1bvqzGjjD,https://drive.google.com/file/d/1O-wU1ZYMxsJnX6BarZgtb1b1bvqzGjjD/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Mind-Like-Fire-Unbound.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy; Consciousness & Mind,unknown,INDEX_ONLY,metadata_only,article,1VjsJxn7YgrEVz499qoA8L9ta_Yl99Ouv,https://drive.google.com/file/d/1VjsJxn7YgrEVz499qoA8L9ta_Yl99Ouv/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Moon-Appears-When-the-Water-is-Still.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1ARNHkTp23cs-Bi9Tx9jSI1e6Ds3scyyX,https://drive.google.com/file/d/1ARNHkTp23cs-Bi9Tx9jSI1e6Ds3scyyX/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Paradox-of-Becoming.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1GpyDhtlnrnptK7vQsBjezRk2lrDsNggI,https://drive.google.com/file/d/1GpyDhtlnrnptK7vQsBjezRk2lrDsNggI/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Path-of-Purification.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1XZrzUgdnyNIgSL02Iw95bh3KA7Fi6-K7,https://drive.google.com/file/d/1XZrzUgdnyNIgSL02Iw95bh3KA7Fi6-K7/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Perfections-Leading-to-Enlightenment-by-Sujin-Boriharnwanaket.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1BkEUehFo9q0P4FdkY6ViB2NyqXNaJm5b,https://drive.google.com/file/d/1BkEUehFo9q0P4FdkY6ViB2NyqXNaJm5b/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Power-of-Mindfulness-Nyuanaponika.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy; Consciousness & Mind,unknown,INDEX_ONLY,metadata_only,article,18mvnyJHZKkPIEKmfTxGYxrbvywBM0L2A,https://drive.google.com/file/d/18mvnyJHZKkPIEKmfTxGYxrbvywBM0L2A/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Practical-Way-To-Nibbana.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1HZG3FIMKrn9CBzqA4r3VKqUQgNKD0kbP,https://drive.google.com/file/d/1HZG3FIMKrn9CBzqA4r3VKqUQgNKD0kbP/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Practice-Which-Leads-To-Nibbana.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1AmaXyY9Q72UIWe152OLhu1Ggy7QFRTUx,https://drive.google.com/file/d/1AmaXyY9Q72UIWe152OLhu1Ggy7QFRTUx/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Practice-of-the-Wild-by-Gary-Snyder.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1IscmXNp1a2qMBqFiQJvzPNWyrTsI_ivG,https://drive.google.com/file/d/1IscmXNp1a2qMBqFiQJvzPNWyrTsI_ivG/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Quiet-Mind.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy; Consciousness & Mind,unknown,INDEX_ONLY,metadata_only,article,1V33As4qejliiITLqJsTjoQOGr2hMJWUX,https://drive.google.com/file/d/1V33As4qejliiITLqJsTjoQOGr2hMJWUX/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Real-Way-to-Awakening.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy; Mysticism & Spirituality,unknown,INDEX_ONLY,metadata_only,article,1bY0_HYE88wLM77oiHDLMZjtxRBl_Crj6,https://drive.google.com/file/d/1bY0_HYE88wLM77oiHDLMZjtxRBl_Crj6/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Religion-of-the-Samurai-free-ebook.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1-l4I7_PV10KKfPIDeS-zajmgDg2hg5zZ,https://drive.google.com/file/d/1-l4I7_PV10KKfPIDeS-zajmgDg2hg5zZ/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Requisities-of-Enlightenment.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,12g8Bp2W63LCrkvHH3pbJoAg6uDhVKQtN,https://drive.google.com/file/d/12g8Bp2W63LCrkvHH3pbJoAg6uDhVKQtN/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Seekers-Glossary-of-Buddhism-A-Dictionary-Encyclopedia-of-Buddhism.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy; Language & Etymology,unknown,INDEX_ONLY,metadata_only,article,1qO3Z-HksAVFa4M_8BbeincmhR1CkmO4s,https://drive.google.com/file/d/1qO3Z-HksAVFa4M_8BbeincmhR1CkmO4s/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Seven-Point-Instruction-for-Developing-the-Good-Heart.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1Wb_Ja-I2rmbtaWETKGg7SngX6krLJ7aO,https://drive.google.com/file/d/1Wb_Ja-I2rmbtaWETKGg7SngX6krLJ7aO/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Seven-Stages-of-Purification-and-The-Insight-Knowledges.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1bZW_iDC0TNesp50yCBJhV4bnszDoeXwy,https://drive.google.com/file/d/1bZW_iDC0TNesp50yCBJhV4bnszDoeXwy/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Skill-of-Release.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1hwo7k7xzUl62EnuSz01GR_4Ima7k8_TE,https://drive.google.com/file/d/1hwo7k7xzUl62EnuSz01GR_4Ima7k8_TE/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Sublime-Attitudes.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1cAPjUC32u4tMf3ifhg4N4XnzTCkaJy3l,https://drive.google.com/file/d/1cAPjUC32u4tMf3ifhg4N4XnzTCkaJy3l/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Surangama-Sutra.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1ld7UwOcoVy4_fUS89o5XsrehsmG_YPCl,https://drive.google.com/file/d/1ld7UwOcoVy4_fUS89o5XsrehsmG_YPCl/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Sutra-of-Recollecting-the-Three-Jewels.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1b2imTE-Zspl7eyI_hKlwhGULjMSM6sjT,https://drive.google.com/file/d/1b2imTE-Zspl7eyI_hKlwhGULjMSM6sjT/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Sweet-Dews-of-Chan-Zen.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,14I8RScWxbroRpQUR0ty0rOkA9pS8134Y,https://drive.google.com/file/d/14I8RScWxbroRpQUR0ty0rOkA9pS8134Y/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Teachings-of-Ajan-Chah.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1El_YauDouGsVEGsGUYrpeYDGOuzqd2_8,https://drive.google.com/file/d/1El_YauDouGsVEGsGUYrpeYDGOuzqd2_8/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Tibetan-Book-of-the-Dead.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1V3s8fVd4Hey4g_eungqr4_hygu1wFTn7,https://drive.google.com/file/d/1V3s8fVd4Hey4g_eungqr4_hygu1wFTn7/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Tibetan-Book-of-the-Great-Liberation-Padma-Sambhava.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,12sRtV2ofHJjES5NpiFIGXO7NT45y4i6g,https://drive.google.com/file/d/12sRtV2ofHJjES5NpiFIGXO7NT45y4i6g/view?usp=drivesdk
Rebirth (Buddhism),Google Drive,The-Tree-of-Enlightenment.pdf,buddhist_continuity,2,blackswanreprise,Buddhism & Eastern Philosophy,unknown,INDEX_ONLY,metadata_only,article,1S7t2neWJ47Mm4zlicWi2q3CA5xEqMhkf,https://drive.google.com/file/d/1S7t2neWJ47Mm4zlicWi2q3CA5xEqMhkf/view?usp=drivesdk
